Id,Predicted
21,.shmitsHAvDeRphlithkhlbenhfitshvkoRs_natlIstDhtDhpRezhdent.damhmEtsDhn?UUz.
22,.mistrkAtshnbrdksedn?UzrkhnphbliSiGoReRIhstisnUWudfrDriksploRWiTDhmapis.piRIhd!.
23,.injAn?UWyRIDIeRhbikspIkiGmidIst.eksprt.mistrmatfiROs@aT_rRyvtitEcaRjhvDhdelhgEShn!.
24,.AzmizkhmdOlhnmistrnlOsIi.swTHAfrkhzsentRhlghvrnmhnt.izlykhbig~lhmbrriGtAGk!.
25,.DETiGkstElIthdE~izhnIvidbetrbREkhpplEDAninnyntInEtIsiksWindRekshlhnditsklyhntshk?Um?hlytidDhstakpiRIhd.
26,..IvinibWil?hnzanhfloRvDhnUoRkstakikscEnjWhztemprdbyfUklIbIAhn.
27,.itnvyditRezdImzthdoRinikhmitItUeRDeRgRybshgemstDhkhmphnIAnddiskhstshlUShnz.
28,..DhfiShlzhntigOsthgwtbhsedDhplEnignoRdrkWeststUlAndAftrintrInHhndrineRIhz.
29,.stil!kamh@DhbukiznatintendidezEkafIHyfhntEbhldisplEpIs.piRIhd.
30,.lAstWIk.kamhDhprRUvIhnghvrnmhntoRdrdDhtolsOvrpRhdUstbystEkHyfhnOndmyndzmhstbIsOdthDhsentRhlbAGk.piRIhd.
31,.DhfilhpIhnmilhteRIsAtitHAdhnkhvrdhplAtmykam?hnhstgRiliztikilRItyrd?UesmEjrjenrhlsiGglwb_.
32,..DhfIonDhgRInoRbEsik!kaRdWuldzhmptUfiftifyvdalr.
33,.!shmsoRshsedshmvDhlestRhdiShnhlHOldrzhvjenrwld.d@hpbeljIksSeRzkudbItemptiHidbyDhpRasphkthvkAphthlgEnz.
34,.bhtDhcynIzHyfhnbyktkhmeRhRUziztistRoGdhstfoRhsinDhTRIHyfhnpaRtIURIzisthnskolliShn.kamh_hnddykrrsEitmhstHevrROl.piRIhd!.
35,..hndrDhbywlplAnkamh+shntr+hntAnztUbigenEkAStendrofrfrolhvAlhgEnIzSeRzwtstAndiGbyfRydE.piRIhd.
36,.mistrpOlrolsO@OjDhfAShnkhmphnI!.
37,.DhRESOsignalthsyvhtDhmaRkitssevhnkoRtrlIdwntrnsinDhnyntInsevhntUtUEtIsevhnpiRIhd.piRIhd.
38,..AndbIsydzkamh@nAmWhzhloGtymhgO.piRIhd!.
39,.HwevrinkRIsiGDhkasthvRIsrcAnhmhlzSudmOthvEtRisrcrhsnattUWEsDhmanmeRlIkuRIhsoRRipetithvsthdIz.
40,.penzYlHAzbhnfRediGOvrDhtitElzHAvmUviGDhmhniG+evrsn!.
41,..lAstHyfhnDenit.nIdIEShnhtwnpsfwndrdOvrDI?iSUzOvpwrHyfhnSeRIn_AndpIsHyfhnmanhtsRUhn.piRIhd.
42,.bhtlukrlithlfrDr.dASDeRaRhWEzrwntHyriGfRIshz.piRIhd.
43,.mIntymmoRdhpaRcrzlUmenIfiRzDhtDIaprtUnhtIhzrlR!.
44,..HIvAl?UzDhpEplynAsetshTRIbil?hndalrz+shmykOlhn_DhSip.bildiGaprEShnzh.tUbil?hndalrz.shmikOlhn.AndDI~athmOtiv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
45,.nUmrhskamrAdzWrhpYntid.mOstivRUngRAjREtidfrm?UnhvrshtIshnkamhnhstblaknEShnz.
46,.itmEbIDhvaRstRhkcrhndmhlthklishtIhvkoRprEShnzizhnDhmOstifektidfrDhf?Ucr_.
47,..joRdjIaRkhnrtDhsekhnt.WhznEmdtiDhn?UpOsthvsIn?urvyspRezhdhdent.intaRjhvloGREnjplAniGhnrlEtidghvrmhntRIlEShnz.
48,.DhRisOltbizpahlRh.
49,..WIkAdbIdagmAtikhbwtit.piRIhddhbhlkWOt.
50,.AdzjemhdiviZhnmAnincrfoRRItEvr.itshdogIkdolgWrO!.
51,..itizhpanhSiGkamh-AtofhndishpYntiGikspiRIhpspiRIhd.
52,.DEklEm~DishksIdidinDhshbjektivkamh@bhtjhjsOfewR+sezDhRekrd.SRizhsOvIetsnevrhgRIddut_semikOlhn_ifDEdidentkamh@WyShnWI!kWeschmaRk!.
53,.inshminsthnsUzkamh@RAmhnjhmAmkezlaRniGhvDIzmIdiGsRUWelHyfhnplEst!mOlz.piRIhd.
54,..WIvrjhntulmhn+hbwtit.piRIhd!.
55,..?UesWrSipshndHelhkaptrz_cEsthWEAnRanIhndWyRShHApfrmhkanvlyhfRkhEtItAGkrizinDhpRiZhnghlf!.
56,.DhREtiGkhmsrhnolsOplEst.DhsiGOHyfhnEHyfhn.tUsInrdetREtiG_OsIesekshz.tekshzgAsttRAnzmiShn?UnhtonRIv?Umkamh_WhTDhekShn@hnsrdhn.piRIhd.
57,.nOstimpoRtnhlIkamh@Dhbukkamh@lykIigzibitkamh@przenshnhngEjiGsrvEhvinrlEstfoRmztiDhsencrIz.dASWhnWIkhnlrndfrhmAnhjY.piRIhd.
58,.DhbRitiSphblikHhzgat?UzdtUinjYntshcUlUnIlAfttistoRIzAzpaRthvitsReg?hlrnUzpEprdyht_.
59,..DEkhnbIHleRIhslIkfhnIkamh.AtsWelizHylIfektivtUlzfrsAtyr_piRIhd.
60,..ekhnamikAghnIkamh@moRDhnRIfloRmkamh@HAzpRadidpOlhnzdiletDhRipeRmAntlUz.piRIhd!.
61,.DhsathWudbIDhfrstiliftakshnsbhnyntInEtIsikscAlhntriksplOZhn_.
62,.WhnizDAtWIWhlHAvDhsrplhsbhtSudhnt!.
63,..DhplAnWhzdiskhvrdAftrdikOtiGdwthkApcrdilAsthbIksrestrtWentIRebhlIdrz.
64,.maRkitAkShnWhzhsenchlIdhjestiGWenstEzRAlIpiRIhd.
65,.AndshmcEnzkamh@shcezHaldEkoRprEShnkamhSeRhdinkoRprEShnAndHyhtHOtelzkoRprEShn.kamh.insisDEWhlmykpleniGhvRUmzhvElhbhlhbaRginREts.piRIhd.
66,.bhtbOskhmphnIzSudbethfetfrmhnhpsrninDIylAndindnhcRhldAspUznhsRI!.
67,.DhgOldkaRd!RhcinkRUdzhf?UmhdiSnhlsrvhsUzWhnwkasthdsevhnIfyvdalrzIiIz.
68,.mistryzhnmhn.DIaphziShnbiznismAnsez~aRnUfOlhizhDhshliShnbhtDeRizhnenIshlUShnWiDwtaRnUsfhl!.
69,.AftrDhsrtIHyfhndEpiRIhdkamh_DiSeRzWudbIkhnvrnhbhlAthllOrRESO@.
70,..ikshptidbidzRAnjfrmsikspYntTRIEtfyvprsent.tsikspYntfoRTRIsiksprsent.
71,..De@aRoWIshmpAshmisensiniks+fedhfloRspeShlist+.
72,.tUstIbifol.khnmInHyrinflEShn.hndifenShlIHyrintRistREts.
73,._DhbAGkOldiGkhmphnIzflEtidhnhDrfiftIbil?hndalrsel@frnhkstUzdE!.
74,.DhRIkol@ikspAndzanhWhstRolhvhDrHanhlzbighnrlIrDisWUt!.
75,.pRabOblIDhlaRjhstkhntRib?htrt.tiDhrniGzhptrnfrmEjrpRhdUsrz.izhn?UpEstRAkcrHAvrdwtAndDhHAvhlI?Un?hnyzdhphsifiknoRTlest.
76,.inhdiShnlUklIrfRIzOnzofhninklUdrRAnjnhntsthtRIkWyrdhgWiRWephnzDhplYdhjEshnshvDhzOn_omlAndoRAtsI!bIpOldbAt.
77,.bhtDhfetrhRIzrDAnmistrgRInsbAnaRlyklItibIWrkiGaRdtikIpinflEShndwt.
78,.tUilIvIEtHhzkhndiShnkamh@mistrpwRtishnstakstEviG.piRIhd!.
79,..bhtDeRaRolsO~RisiRd.
80,.inoRdrtistEkhmpethtivfrDDhpRilifREdiGnhmbrsmolnan?Un?hnaprEShnzhvDhRIdhn.mOskhmphnIzHAvshkseslIskWItzshvsAnShlWEdjkhnseShnzfrmlebr?Un?h.
81,.DIAktWhzhzhnnAcRhlrHimezIdiGpoRk+kamh@HItOldhfRend.piRIhd!.
82,.nwkamh@WImhztHAvhnnUzshmTiGdAS~oR.dAshDrtUinSrDhtDI~elDrlInatbIWyptwtfynAnShlIAndImOShnhlIbyhliGgriGkamh@fynhlilnhs.piRIhd!.
83,.mistrbeRIHAdbinpRezhdenthvHaRtmensisthmzE?UnhthvfigIintrnAShnhlinkoRpR!.
84,.DEfbenin?UsinDI?UessinsDIrlInyntInsevhntEtspiRIhd.
85,.itWhzhnDhgivhWI+.
86,.ifitizhWanTiGitshn@hDr+.
87,.bhtiS?iRkamhpaRtIbAthlzrlOskrdtenchzhnddaktrpolkamh@HUWhzanhbAlht.hndfoRtIsikstEtskamh@HOpsfrAtlIsWhnmil?hnvOts.piRIhd.
88,.bhtifDhHistrIhvhDrAfrkhnnEShnzHUsenIgyd_Wyts.indIhnzhndsmolblak.tRySudfiRgt@.
89,..OldpIphlsOnatHAvthlyvWiTDhkansthtHiRDhtDEkudAndhprUindinevRIWEbyDAtlAsdelnhskamh@lIviGhdhsthtUtsbws.piRIhd.
90,.bhtDhbOzWOntgiv@hp+piRIhd_.
91,.telhDiShnsetmEkrz.RegrhlIskenjltIvIpROgRAmiGbigAn?r.AvlostwthDhjApnIzAnDI?uRhpIhpc.
92,.DAtsmRlesWhtDhblUdcip!ikanhmhssikspekt+.
93,..DhShthlWudbIDhfrsttiliftofsensDhnyntInEtIsikscAlhnjriksplOZhn.piRIhd!.
94,.HIydid.kOlhndhbhlkWOt.bin?ofrDikhmhzIinizgOiGidbIRIv?Ud!.
95,..menI@hDrz.kamh+hvEtiGtAksiz!kamh@dUidanDsly.piRIhd!.
96,..foRigzAmphl.itlykstaksDhpselethllOmhlthbulhvDhkhmphnIzbukvAl?U.oRAsetsmynhslybilhtIzprSeR!.
97,.nwsIbOiztRyiGtUmEkhmen.
98,.AGgrdlhkRUd.hfiShlzkhnzlInDeRHykoRdtijAjmistrAvrovlAshnr.piRIhd.
99,.itWilselAkskRivhthndAnhlEtrdEkt!.
100,.dhbhlkWt.foRDhRekrdhbhlkWOt.izhnikwnthvhtofkamhshksesfhlbiznezmAndzteRhbhlWaSiGtOdikspiRIhdz.
101,..foRHhstapEdkamhHIpikskantRAkthndoRghnyziGcIfWyltrSI_kamh@HUendidHizOnbidtibIpRezhdentbybAkiGmistrmhkaRtI!piRIhd.
102,.AksrilIikkamh.sinsitzgRoGdhsrtIEdylek?hdhllatkamh@dhbhlkWOt.HIsez.piRIhd.
103,.DeisizhvDhtymthtEkDhcAnsitAskdhmDAtsezmistrAphlbam.HUAdzDAtHizHOfOnHizbhd!.
104,..DhsidIkhmpRavhblIHAndOltUpROgRAmzkamh@sezSaRpmhmoRIhlAdminhstREtrcaRlzkOk_kamh.dhbhlkWOt_bhtTRIrfoRhpibIpRablhmAtik_piRIhd.dhbhlkWOt.
105,.itshbwtlyiksemhntIndEzinhbEbizlyskamh@dhbhlkWOt.sezmistrdikI.kamh.hvetrinigiztIcrHiRijhpAn.piRIhd!.
106,.Dhn?UdIlbRatsrShlsikuRhtIkamh@AndDhn?UfRentiRbRatmedhkeR!piRIhd.
107,.bhtDeRpap?hleRhtIgRUslOlIbikhztRAnzmiShnofhmWhzslhgiSkamh@pRintiGmesIAtmhSInzkudhndhbhlkWOt.tokdhbhlkWOttUIchDrhfiShnlI.piRIhd_.
108,..ymatit@olinabIWiTWhtn.
109,.hshsIEtidAnz_nhnizeRkOh.ishjhnhhlpaRtnDeRkOhHOtelpaRtnrzhnHAzhWhnphsenjhnROlpaRtnrintRistinDhpaRtnrSip.
110,.AnwsrvisizWelzWhnsDeRdReldkamh_bwmikdrmht.bildofSuRdRiliGRigz.
111,.bhthtymsthyslEthmistiGaRdifektivpROtIninDhmhshltiSIhvmesUlrdistrf?UpEShnz_AvloGpRUvdfRestREtiG.piRIhd!.
112,.betsmoRrlesWht.DhplUdcipikkanhmissikspektpiRIhd!.
113,.?etDhbhndhspOstizbendiG@OvrbAkWeRdtikhmplyWhd?UesdimAndzfrmoRAkses.piRIhd!.
114,..frmenIjAphnIzkhmphnIzitWhzDhfrsttymDEdevrsInhndhmeRhkhninvestrsezmistreRhn.
115,.DhRwTWelsogAtintenshfydkRitisizhmOvrDhWestrnhstREl?hnghvrmhntspRrlEShnSippiTanthprnrz_shcezmistrbaandAndmistrHOmzhkoRtkamh_HUmDhghvrmhnthsisthdfynAnShlI!piRIhd.
116,.dhbhlkWOt_WIjist.getigidsynkamhAndDAtmaRkitWhlRispandpiRIhddhbhlkWOt_.
117,.!hbwtWhnpYntfyvbil?hndalrzhvdettizhndrRIv?U@.
118,.innyntInEtIkamhDhflEmzRIzUmHOmgEmzpiRIhd.
119,.!dhbhlkWOtifWikIphzshpkamhtWhldyWiTDAtflAkpiRIhd!dhbhlkWOt.
120,.DhnASnhlAvrdzWhzfoRpYntsiksTRIprsent.indisembr+nyntInInEtIsiks.
121,..itHAditrmAtikhnsektanDhgEm.piRIhd.dhbhlkWOt..
122,..DhdedydfrdUiGsOizfebReRItWenIfrst.tUmanTsbifoRjilets~EphltWenIfrstAn?UhlmItiG.
123,.WytplErzdRifthdbAkkamh@AntenShnzIzdpiRIhd.
124,.frmhnseltsmEjr.dItshnbrnIRipoRtidlIdYndDhkRwdholstRItHwshzkhtiGDeRnyntInEtIsevhnHybIemrniGzesthmht.
125,.DeRznOdwtWIpdUminiSDhsOvIhtTRetHiRIshbstAnchlIinDhlAst?iR.sezmhnhsOtrepRisenthtU!enWebr_.
126,.HyltOlzkhn?UzdDhteknalhjItspRIdikt.WinbizhnDhsWhlbIhn?UZhWhlIslO+hndDhsWinmoRdiskwniGiznInhI!.
127,.?estrdEzhnwnsmhntbyRepRizentidivHwrdlInzthHwshlvlOdanDhstimezhvmenmhntsAprhtlIfrmDIOvrAlkanfRhnsrpoRt!piRIhd.
128,..DhkhmphnIolsOdOnEtidsiftITwzhndalrztUilOGkhWinvyRhnmenhlgRUp_thHyrspeShlistUivAl?UEtshkhmphnIzplyhnstiklInhpkhntAmhnEtidsyts.
129,..stRoGimpoRtsHwevrmInDAtthmestikdimAndRytnwhzstRh_WhnSuRWEthkrbhtREddefhsthtizthHAvhfOldlwndRiseShn!.
130,.AneRkOizspOksOmhnseDhkhmphnIfrmDhvencr_tikRIEthfynAntiGbIEkhlfrf?UcrHOtelpRajeks.
131,.dhbhlkWOt_DeRizhnmhcpRygReshndsevhntIndEz.piRIhd.
132,.DhklhbnwfIldzhnhmbrhvtImzfoRveRIhsEjlevhlz.piRIhd.
133,.DhbhndhspOstsminaphlIHAzbikhmilytiGRadfrkRitisizhmbyDI?Ueshnd@hDrtREdiGpaRtrzhvjrmhIzklOdzdlRz.piRIhd.
134,..Dhfrmseditdhzhnkamen@anitstakRekhmhndEShnzoR~rniGzesthmhts.
135,.itdidnyndenhfydDhbyrzoRdisklOztrmzhndDhsElz.
136,.nw!sIbyiztRyGtimEkhmenz.
137,.dhbhlkWOtytOldemitDIendhvytIalhjIkamhdhbhlkWOt_sezmistrAmrAvkamh@hpaRtIvAtrhnpiRIhd.
138,..DhbAGkHOldiGkhmphnIzslEtidhnhDrfiftImil?hndalrsElfrnekstUzdE!.
139,.nOfrmplAnHAzbendivyzd.bhtitinshndrkhnsidrEShntURiv?UDhHOldstRhkcrHIsed!.
140,..HIkudpResmhstrROOlhntiselimpaRhvloGROzpoRtfOlIO!piRIhd.
141,.ybIemfelWanhnshbhnEts.tUhnHhnrdtWenIAndTRIEts.anmoRDhntUpYntfyvmil?hnSeRz.
142,.nObhdInOzHwDhswTAfhkhnghvrmhntWhlRIAkt+.
143,.DhkhmphnIsedofRedindEvdbilzklymdthkhnvrtDeRkamhnSeRz.DRiGbiTTrdIHyfhndEpiRIhd.piRIhd!.
144,.shmsrsUz.sedshmhvlIlesHyfhntRhdiShnhlHOldrzOvjhnaRoldbEbilZIiks.SeRz_kudbIsAmptidbyDhpRaspekt.hvkAphthlgEnz.piRIhd.
145,.cAmbOtIhzvhtnamHyfhnbAktghvrmhntRif?UzhztiSeRparWiTDhkhmeRhRUjkamO_DhkhntRIzfoRHroltRhHyfhnleftis.RUlrz.piRIhd.
146,.DhmnAzdAkkhmpazhtindekshvfoRTwzhnkamhsiksHhndrdTrdIEtstaksklOzdAtTRIHhnrdsevhnIfoRpYntsiksfyvkamh.dwnziRO.pYntWhnsiks.piRIhd.
147,.inRIshntWIksfaRigzAmphlRIdrzHiRHAvHrdhvDhbAniGhvAntIyRisjOksinWhnlhndhnbrO@.
148,.ekspoRkpRysizROzWhntprsentinDhlEtistkWoRtrAnejhptOnlIz?iROpYnt.tUprsevinDhlAst?iR.piRIhd.
149,..menIhDrzkamhhvEtiGtAksizkamh.dUidanDhslypiRIhd!.
150,..instedkamhDEfEvr@hnhnwtsceksbyROvikamh_ReDrDAninHyfhnHwskamh@inspektrzfOkisin_andhbhlkWOtkRitikhlkhntROlpYntsdhbhlkWOt!instIpDhdpRasesI.piRIhd!.
151,.DhpRalhGkhntin?hzthbImhnatnIhndfAShnkamh@sedkrtbaRnaRd.kamh@DhpaliSrhvDhRItElmaRkhtiGRipoRt.kamh@hnindhstRInizletr!piRIhd.
152,..hnhDrspOksmhnfrDhministRIHAzRiplydtUtifoRndkoRspanhtshsOsIEShnhvswTIhzdEZh@.
153,.hndrtrmzpRIIhslIRIpoRdhdIhtAl?hnAgRhkhlcrhlkhnsrnhzsUmdhvwtWhnHhnrdnynIfyvmil?hndalrzhndshboRdhnEtiddetezpaRthvDhtRt.
154,.bhtshchAnsthdAnsrmyldtRhmlrzkhmpeRdzUWrkhminrTkREtfrDhtUpRhfeShnzkamh_shmhkwthnsAndkhmshlthnzpRhdukt.piRIhd.
155,..aphziShnfrmkhmpetitrzolsOkhntRib?htid.tiDIiniShlRIjhkShnhvDhmrjr_kamh_AndDAtHAzAGgrsAnhvfEigzek?htivz.piRIhd!.
156,..RigaRdlhshvDIAlkhmhvenImItiGWiTjrlet+kanhstansImzolmOsrthntinamhnEditsOnslEthvdRektrzshmtymneksWIk!.
157,..bhtthDishpRyzhvomOstegR?UWhn.staktpRytsizbigAnHhfTedIklyndDhtpuStDIAvRijhbhvWinzdEzklOz.
158,.bhtitstifhkhlt.tisIWrDhkhmphnIgOzfrnHiRIh_.
159,.AnSoRtlIAftrDIAkWhziShnkamh@YlpRyshstaRttsslyd!piRIhd.
160,.insted.bEsfEvranhnwcceRksbyROviGRADrdentinHwshnspektrz_fOkhsiGankritikhlkhntRhlplYnts_insIfWudpRfhRh!.
161,.mistrbeRIHAdbinpRezhdhhntivHaRtmhntsisthmzh?UnitefigIintrnASnhlinkoRprE.
162,.SAmRakspRItAkspRafitfrmDhsElWhzWhnHhnrdtWenIfyvmil?hndalrzhspOksWumhnseit.
163,.nelIdifym.DeRrhdhziGoRsOlAsetAlhkEShnfaRmz.
164,.innyntInEtIfyv_enzHYlWhnniRlIUvevhnbil?hndalrzhndAmhjizAt.tRyhl_DhbighstjhjmhntevrhWoRdithplEnih.
165,.AftrDhrdIHyfhndEpiRIhdkamh@DhSeRzWudbIthmvaRthbhlAthlOrEsIO.piRIhd.
166,.HIiknalhjizdiskhsiGDhphtenchlhvspItiGhploshzbhttinyzmEkiGinITRet!.
167,..bhtlivilithlfrDr_DeRaRWEEzrwndHyrinfRIziz.
168,.mikspAndidRIkolWhzdisklOzdDhthmItiGWiTenaRsIhfiShlz_AndhnEjhnsIofhswtsydzikaRgO@.
169,..Dhn?UceRmhn.nOshdHizphlitikhlkhnAkShnzmykshmmaRkitRhtisiphnshspiShs_DhtIhphltRydhsdimilEtDIikanhmIthHelpjIOpIt.kAnhditsnAkst?iR_iRIh.
170,.AftrDhklOzHAvtREdiG.DhfoRkAstsWrinkRIst!.
171,.?estrdEzlUzrzinklUdrdathmhbIlzpiRIhd.
172,.bhtnwDhmedhkhlpAkhpOzdizbOTmeZrzpiRIhd.
173,..HIHAdbinsIn?rvyspRezhdenthvWaSiGthnaprEShnzfaRDhdifenskantRAkt!.
174,.DhbundhspOssmhnabrlIHhzbikhmhblytninRadfrkRithsizhm.yRDI?UesAndhDrtREdiGpaRtnrzhvjrHhnIzklOzd!doRz.piRIIhd!.
175,..DeRjistWEiGfiDIh!.
176,.ybIAmfelWhnhndsevhnEtTstUWhnHhndrdtWenIhdTRIEtsanmoRDhntUpYtfyvmil?hnSeRz.
177,.DismaRkitizWEtiGfrOnlIWhnTiGkshwprdRof+hsUn?rvystRezidentytamshnnhkAnhnzik?uRhtIzinkoRprEtid_.
178,.hstRanmrzsEDAtDIrTTbEtizsIld@.
179,.DhmhnIthputDispRaphziShnanDhbAlhtkEmpaRtlIfrmDhgRAndHyfhncAmpIhngivr.kamh@zIkAlhfoRn?hmedhkhlhsOSEShnpAk.piRIhd.
180,.sIbhhgRIdtrRemhtIvIovrsyt.
181,..mikTRwnhtAnAndwnl@RAnddifRhntssEgRhnhnsfhmDIYlsrvhshzbUzmit.
182,..DhREtiGkhnsrnolsOplEsDhsiGghlEtUsIn?rdetREtiGhvsIes~ekshztekshs.gAstRenzmiShn?UnhnanRIv?U_WiTdrRekShn@hnsrthn.
183,..DIikspAndidRIkolWhzdiskllOzdAthmIdEnWiT.An@aRsIhfiShlzAnhnEjhnsIofhs@htsydShkaght.
184,.bhtDhpROtestsRAphdlIbROkhpWinDhmIdIhHeditHez.
185,..bRitiShplyhnsmEkrzHAvloskRwndtikanthnhnthl?uRhpIhnzHUhvDhstAbliStERep?htEiShnfoRdizynAndkWalhtIstAndrdz.piRh.
186,.DIdhbhlkWOtHedkwntkamh@dhbhlkWOt.hbugismeZriGvyzhfevrDeRWhzWhnkamh@RimEndhsEmsemIkhlh.DeRtWhznOinkRIsinsAlrIprshnw.piRIhd.
187,..kReschnSWRrzHyfhn.SOliG.kamh@DhpOsthlminhstr!kamh_bRishlzAtshgjesthnz.DhtshckRitisizhm_ledtiDhdisiZhntidismwnthlDhmhnabhlI.piRIhd!.
188,.HIpRyvhtlIhnsistsIhpOzizRrpIlkamh_bhtshmTiGkIizIiziGDhzaphziShnezhbaRghniGcip!piRIhd.
189,..DhkhmphnIolfsOdOnEhdfiftITwzhndalrztUhlOkhlinvyRhnmenhlgRUpthHyrspeShlhststUhvAl?UEDhkhmphnIzplAnztiklInwtkhntAmhnEtitsyts.
190,.AndAmbiShsnyntIInHyfhnnEShnAfrthHolt.tWenIiRhzhvWoRhnttembOtIh_endidWiTwthnhndgRImhnt.piRIhd.
191,..pRamthdbyniUzRipoRtshvhlejmishpROpRIEShnhvfaRmz.DIesIsIvHizhlrdDhfrmznU?oRkAdkoRdrzlAstWIkWiDIintenShnhvigzAmhniGbiznrzRI.
192,..itiztRaRjWitgetiGDhbesdIlfrSeRtHOldrzkamh_AdWingit.taptwlrWiDwthnhDrbidr_.
193,.DAtizWelhbhvDhnASnhlAvRijfrHAsphthlzhshcpROgRAmzkamh_bhtHaRdlIhmaRkhtitmansdisIfRygmentid.piRIhd.
194,..HIaRd?UzdDAtfRydEzhnimplYmhntfig?rz.hndrmyndDhTIshshvESaRplIslOiGIkanhmI+.
195,.DhsenshvinpendiGdUmHAzstymEntImoRkk.bhS.
196,.DhfedrhlikspRessrvhskamh@WichlAbbiznhsizhnnUdiviZhWhlztisenfAkshzfrmDhkhmphnIzstoRz.kamhkEmttUrlIhmhstUikspensiv!kamh@AnhlhssE!piRIhd.
197,.ansOldstakshvtRakS+hbwthfRdHyrDhnoRbhlkamh_sedhzspOksmhnfrDhkhmphnI!piRIhd!.
198,.ithtempsthbRiGoRrtidhmiRIhdfyvrteknIkskrhntlIdhskRybbyhWeltrhvkhnfliktiGtrmhdalhjI.
199,.aRhjEaRhspeShlthmitIizHApithsIhndoltrnhtizhmrjithDhpashbhljYntbidbitWInkEkEaRenDhmAnijmhkWyfhnWedgRUp.piRIhd.
200,..AzDhpap?hlhstdedHIhpIlztUlesejhkEtidlOrmithlklAstpIphlHUfyndIkhnamikhndsOShlcEnjfRytnIm+.
201,..ysAt.dwninsig?rdwthtDImItid!hnsOldhmanht.
202,..instAdmistrsymhnprsWEtidHimtijYnHizgRUpeshcIfigzek?htiv@ofhsrhvDhveRIhsHOldiGkhmphnIzthbIstet@hpth@OnIcTR!.
203,..inDIEbIemtRIdIkamh@DI?UesDhgOSIEtrz_anhth+wtlamDishlDifens.AndlAkbOTsydzinthDhpastr_hvn?UchlhSoRd.DhstRhkShn.piRIhd_.
204,.DhloncHAvbinplAnfrrlrDisiRvbhtWhzskRabthbyDhspEsEjhnsIhbwtfyvtymzbikhzhvdizyndhnd@hDrdilEz.piRIhd.
205,.telom.AsklhmEShnpYnthnt.dhbhlkWOt!.
206,.SoRttirmREtsHIsezaRlyklIdiRimEnstedIoRmUshmWhtHyr+.
207,..hn?UzRilIsiSUdestrdE.sedDhtDhlynhvkReditWudbIgeRhntIdbyphRUvIensOlvr.piRIhd!.
208,.rlIlAstRIkamh@mistrchndUdofrkhnsAShnz.piRIhd.
209,.kRist?hnSWRz.HyfhnSOiG_kamh@DhpOsthlminhstR@kamh_bReshlzAtshestUnzDhtsshckRithshzhm_ledtUDhdisiZhntidistnwnsOvDhmhnaphlI.piRIhd.
